,review_id,user_id,business_id,text,stars
42,NaCslPlG6UXnrcxL5ZyY7A,7PiRdxYF-Uvzn2fHqdtU1Q,GxjZBGvGEU07tENm3ikygw,"I would like to give the station 4 out of 5 stars because the old building has been modernized and the waiting area is open and bright.  My only issue is that I have not been able to locate the elevator.  I needed it coming into Wilmington in 95+ degree heat but could not find it at either end of the middle platform.  The only escalator came up meaning, yes, we had to lug two medium-sized suitcases down two flights of stairs.  On my return trip, I did not see the elevator, but then I was able to take the escalator up.  I already had my tickets so I didn't have to stop at the window nor did I have much time to ask about the elevator.  Mom says she missed it the first time but found it on her second visit.  I guess another visit to the station is required for me to inquire about the elevator.  It was probably right in front of us; I saw the signs; but never saw the elevator.... :(",3.0
61,UnI2T-YSiODbBKVkLrKAxA,veu9NkvpCxqNCEk6i2fpRQ,s0jcuex44ULcMRtzC9-RUQ,"I really don't write many reviews,. Simply put the Yardhouse is too loud, too dark over priced and over rated.",3.0
86,EqPElarVPBonIm68SZjTaA,cmMYzA1UQZymlgx3aDOSAA,MOy8qGtBOoJzRnHnv3Y3JQ,"Breakfast menu choices for everyone.  Bottomless coffee. Friendly service. Some menu choices sounded more special than tasted, but food was ok, somewhat bland.  (It's mushroom season and was served what appeared to be canned mushrooms.)  Really wanted to love this place! Has possibilities!   Needs some character...slap the great Australian fun facts on the menu up on the wall and add some Aussie flavor!!",3.0
121,ric-enr4oodzIPONXmPtNw,AWmSc-_Zvk7PzTJEQAvFcQ,6LYmMCltMzSMK-gMjqWTCw,Amber was a great server the food was mediocre no seasoning while cooking made it a challenge to create flavor once it was delivered to our table. I honestly would not go back again or recommend it.,3.0
126,dyBuUiF5bvMizISxNetY7g,N1eksKVundIDxxWfr5lLFA,OJ9DJLWvQV0h-ZU07QEKag,"Pretty good food and coffee. Pleasant customer service, but this place is not what it used to be.",3.0
127,vfE62Tar2hPzC_oKCEp3ZA,XiFzYeOUdkL1HxVFlPsHSA,3iBEhAuFPzXFczSjeo_RAg,"I went here on a Tuesday night where they were having their Tuesday specials for ""$2."" (4pm to 12am)

I believe it includes margaritas, draft beer, chips and salsa, and tacos (beef, chicken, and fish). I ordered a blue moon draft beer, chips and salsa, and 2 beef tacos.

The blue moon beer was great. The chips and salsa were alright. However, the 2 beef tacos were a disappointment. They were extremely salty. I could not believe that this place could mess that up. The service was great although, I was not too happy about the extremely salty beef tacos. If you were to come here, I could get the other kinds of tacos. Hopefully, they don't lather the salt on the other kinds of tacos. BTW, the tacos are a meager portion. You will need to order quite a few to get full.",3.0
128,jz7eKEFEuYesIr-AaNZxAA,ZasbKcz5G7roWAeS-S0jzQ,kfrjKapOXli5Qs0Ee0of4Q,"Pretty clean place and a short drive from Micron.  Now KFC got this grilled chicken thing, it makes me feel better when I eat their chicken.  And since this is a KFC and A&W partner, I get to drink the root beer right out of the tap.  They also have a drive thru which is pretty cool.  Now I think back, age 21 was like a barrier for me, I went from craving fried chicken every week to not wanting it that much, just feel like my body can't process that much fat and grease anymore, maybe that is a good thing.",3.0
142,XCkYz3xG8CFhTP7nFtamOw,Vm0fyrUjwMTDgwqV6DhqDw,VAlcoOyta55TPBB_iuxG_w,"Came for dinner on cinco de mayo and as expected, it was packed. We waited about 10 minutes before we were seated in the corner. It is a very small place with lots of tables so expect to get cozy with your neighbors. 

We got the horchata and orange Mexican soda. The horchata was good,I never really had it before to compare, but it tasted a little watered down but was still good. The Mexican soda was alright.

We were served a small plate of chips with refried beans and cheese. It wasn't bad especially for complementary. 

We ordered two pastor tacos which was pork with grilled pineapples and the pork was a bit on the dry side. It was alright after I added some of the red and green sauce they offered on the table.

I ordered the steak molcajete and the BF got the carne asada. It comes with soup or salad and both were only mediocre. The steak molcajete comes in a hot lava bowl steaming along with some corn tortillas. It came with melted cheese and was enjoyable.. However I didn't really enjoy they pieces of steak which were mostly fatty pieces I was chewing into. The carne asada came really well done and dry. 

I also was not really happy with the rice or guacamole that came with the molcajete. The rice was on the dry side and the guacamole was pretty plain. 

While this place is authentic as it gets, I think I've had much better Mexican food elsewhere. The fajitas looked delicious though! 

Maybe it was an off day since they were so busy, but I just wasn't blown away by my experience",3.0
147,caRqb7lOgw-1p5laxoPLvg,6HCg4KdASFmoItdvl57CEQ,baF2ZFEtsIo2A1k61x3QSw,Food was good! Drinks we ok not the best. They bring out chips and salsa then charge you for it.  Overall the atmosphere was good and the staff was really nice.,3.0
154,Vx_aixa1V7L8o6HlM56zKw,EkU2JG2ak9aqooPS7N8YrQ,4U0cvpHlcya4paLU2jJHJQ,"7 pm weekday. Chilis is busy.  Good, no nonsense waiter. Fare was ok. Chipotle tex mex bowl. No prices on the wine.... Waiter quoted $19/ 9 oz glass. Must either be surge pricing or  Chili's was out of Pinot Noir. Caveat emptor. No wine tonight.",3.0
159,juZF6B9mqHRXyvuNYKRCCw,5eiLUiKhnbVteCkqKGYl8Q,RnExaICvIeXxFpbIKEqJsQ,I was not impressed. When I asked to not have a lot of product in my hair they proceeded to dump a lot of crap in it. Why can't anyone here do a decent blow out? Even a place that supposedly specializes in it!!,3.0
163,533Qa4X4Vs4Wrr_S7gak0w,274vPmZfHwDiakDFIWPb9w,swcfmflnWlhnbvPOHvPq_A,"We ordered a seafood padthai and a regular padthai but the waitress brought out seafood padthai and a curry. So we had to wait for them to make a regular padthai and my seafood padthai became cold as a result. Ofc we did not have a good experience so we decided to come back and give another try. With both times eating here, the flavor was just okay and service was slow. This place is pricey because of the location and is overrated!",3.0
166,hAfxQf4NbiWuqIPuv0hOFA,JRXbWVcU-uugX2DATU3nRA,-kHHi8y4kaTI6WUVdJSdvQ,Great place to take people in from out of town. The food is good for what you pay. Nothing outstanding but consistent. Come for the ambiance and the soda on tap. They also have lots of tv screens so it is a good place to come and watch a sports game. Waitstaff was awesome!,3.0
167,yFZWmkrOXV7m979Ps2LKTw,gPKB7RWmA0v3DtGhqkp4Cw,Equo6VE6UJZLNdmIfeIOqg,"I encounter food and how clean the Restaurant is kept. The people are very pleasant. The service can be slow at times as the food is made fresh daily so be prepared to wait. Also, they do not accept debit or credit cards which can be an inconvenience.",3.0
168,k-D4Qh_CYipXLyDbUTfSKw,ib3G5cJBo8Zs7duc_QEG6w,9Ti9wdW4CGlF2b_ZuvtpdQ,"This place was fine. In my opinion, the sushi/meals were overpriced; however,customer service was amazing . I loved the warehouse interior which was chic and trendy.  The tables were a little wobbly but once we mentioned it, they were fixed right away. The food and cocktail were fine but nothing earth shattering. Maybe I need to try some different meals to capture a complete opinion. They have recently opened so I will be interested to see the development.",3.0
171,PSzntSihDVmV5-xRVwmMMw,oBDyvxst09myqLaOHnwv_Q,Tq4F4g2E5YCPsgVEJ7WyAA,"Good food, fun for the kids to pick their own ingredients. A bit too loud with music, so it is hard to hold a conversation at times. Don't show up near closing time or they will be anxiously trying to push you out. Prices are reasonable.",3.0
176,lwBPsb3Y9A8qz0p_JzEo7w,4lLjQ0Bj3L6oSmffBzZ6Dg,GrRrxHK9dWgibvUpcotxtw,Good tomato pie.  San Marzano tomato sauce is great.  Crust is good but not great. We only go for the tomato pie but pizza looks delicious,3.0
177,Yc9QU4C-I8AXwZcRulAyIQ,YElOm9p6JOXQ-XFlIhsGww,Rg78k7uMMtMWJFUepJGdmg,"First time here and second time ever getting a spray tan. Although I will say that the tan looks awesome! I would definitely agree with previous reviews regarding customer service. When I first called at like 7pm and asked if they had any appointments for a spray tan for the rest of the night, the girl said they were booked til close. Ok, not surprising since it is 2 days before Halloween. I said ok, I'll just come down for a normal tan in a bed. 

When I get there however, the woman behind the desk (who didn't greet me and seemed annoyed that I wasn't swayed into buying a tanning package or whatever lotion they were pushing) was like ""Oh, who told you we were booked? That's weird, you can go right in"". So I guess who ever answered the phone at first just didn't want to work anymore that night? Who knows. My actual spray tan was pretty rushed, which is cool by me since you are standing in front of a stranger basically naked, however it would have been nice to feel a little more welcome! Plus she didn't even ask me how dark I wanted to be. All in all I'm pleased with the result, though! You can treat me however you want if its worth it in the end.",3.0
186,BYENbIRpuyJ22JB-FuNLhQ,-j1EnAov3z4csIrOB1-Gqg,xfY46Z-nBtX6sZQLxrdxhQ,"The establishment itself was appealing.  My salad was tasty, however, my main course (Chicken Parm) lacked flavor and the service was not up to par.

I don't regret coming to the restaurant but I definitely will not return.",3.0
187,lE-g_Uqr3j-p4vMNCy1RhA,euRXyk0cZLEV-tgpMlrkhQ,muxda1cSVtplETqTfYVgZA,My friend loves this place for the Mac and cheese which is lovely but everything else I have tried is ...meh. edible but not knocking my socks off.,3.0
205,EtCYA9t5I_l6lM-xRCqMtA,CDSzrgYplR7udj1FRRLZ_A,h_UbaqduIhtIQvYV7p2oVQ,"The food is spectacular. Pizza, calzones, it's all been great. Customer service can be terrible, other times just OK, but above all else the amount of time they take to do everything is the worst. If they say 20 minutes, that means 45 minutes. We've learned our lesson after three times of this happening. 

Placed an online order this time, no estimation of time. 25 minutes later I show up to pick it up, they start making it then. It's just frustrating to not have any idea how long something will take.",3.0
206,SiMHdnjMDvfAfLK0krmSKw,4IY7qrLYtQtSmF5YxFprYw,rQ1t0zD_TBTqCF06By_UgA,"Good hoagies. Nothing spectacular, but better than a Subway-type franchise.",3.0
210,w8v536-EniRmg5bXnC7ilQ,5_SYn3_OjIRcLaN6PbKyXw,0IHBQ3G-E3IJFaDSXpLlBQ,"It's affordable and humungous in portion. The food hits the taste buds right on, and being centrally located, you get the feel of the city with some fairly authentic Mexican. Will make more trips here. The ingredients taste as wholesome as Chipotle, plus you can get horchata for $2.50 and it's large/good af

Closed down: thinking back, the burritos were big, but low in quality.",3.0
215,gH2In9b6fezn-w70U0Ax9g,E3CvmaY_mLLIKMmrq9wGZw,ALMuGwPnbAVc4SIbcmQmcA,"The service here was great. Our waitress was attentive but not hovering and another staff member came around a couple times to refill our water. My bf had the paella, which was pretty good. It comes with all sorts of seafood (scallops, mussels, etc) but I found it somewhat bland. I had the crab cakes with were mediocre. I am guessing that my plate came up first because everything was luke warm.

The atmosphere is also nice. They had the Frank Sinatra station playing and the patio had candles and heat lamps. The Christmas lights are a bit cheesy but I liked it.

For the price, I have had better.",3.0
219,AiKjJBzNdtMYfByLGiOk_Q,MaLDSv8D4_ScDyxeh7GzUg,zPiBTTqr9PyUwjhDsdfH2w,"im going to start off by saying the burgers are amazing! the burgers and salmon burger is cooked to perfection and im a big fan of the tater tots. i tried the nutella milkshake and it was heavenly. I could never complain about the food. however our service last time was horrendous! my husband and I were out celebrating his birthday and wanted liquor drinks. we only saw spiked milkshakes and beer on the list and when I asked our serve if they had a liquor drinks menu he looked at us like we were crazy and said ""no, we're more of a beer place"". the way he said it made us feel very uncomfortable for even asking. the only reason I could see you for not having a liquor menu is if you don't serve it! anyways well my husband ordered a margarita and it was fine and they were out of the beer I ordered I got something else. they were also out of the salmon burger. I get it sometime places run out of things. then they brought out my burger and my husbands was going to be ""right out"" once I was halfway done with my burger the server brought out my husbands fries and no burger. I was shocked. then when I was done with my meal and another couple minutes goes by and the server brought out the burger. by this time my husband's fries were cold. the server didnt appear phased and by this time we had to leave because we had our young child with us but to say th eleast it was not the way we wanted to spend a special occasion. I do not think I will be back here and if i am it would be for takeout only. I'm only giving there stars because the kitchen has their stuff together!",3.0
220,hkZH_IpMwp4hPNGQlO6pow,ouODopBKF3AqfCkuQEnrDg,R-OvuW9vK3_hPJTN9WetDA,"I really like the options here but the execution is smewhat lacking.  My chicken fajita burrito was okay but I felt that the chicken itself could have been seasoned just a little more.  It was good, though, overall and decently sized.  Personally, I would take Qdoba's over it but it comes pretty close.  The guacamole is nicely creamy.  The chicken tortilla soup is okay but the turkey chili is quite good - nicely seasoned and full of meat.  They have a huge selection of hot sauces for you to add so if that's your cup of tea, go for it.  If you're in the area and want to grab a quick, cheap bite, this is a good option.  And I think that they might have some specials now too.",3.0
226,SKjxMzOKkAVTSnPhhIiGjA,Aibi9aDr5TzTP4D66gZ7sg,xI8WBoiGU793qofU77Tm7Q,"Great food but a bit of a gripe about the large fellow with the beard on the register. Wasn't friendly at all and not very polite. Short worded and when I ordered a drink he just looked at the cup as if to signal to grab it myself, which I had to do. Don't quite like that guy. :p great sandwich though.",3.0
232,bvXXDgBhT1z2Tgc8dqAIuQ,3yyZ_j2twlNznBRZj8JWdg,JGVxKGvQEaMZ6O_2l0UucA,"I thought it was a nice place to eat and dance to the oldies. 
I thought the food was okay and also priced right. I had a really nice waitress and she took pictures of my sisters and my brother and myself  with a smile. The food was good maybe the drinks were overpriced but all in all  it was a nice place to hang out for a night.  The people in there were all ages I rather enjoyed watching the older ones dancing ...made me smile. It was just a night out with my family and I enjoyed myself. I would go back in a heartbeat. Better than a going to fridays or a place like that. The decor is nice and the heaters on the patio were a nice touch.",3.0
238,AX5rApkEzC4PC9NLC7foGA,oKUW8l9UC4T806Z8cfkLGw,37HBpNmT60ZTdnNeweWdzg,"First - great service!  Great waiters!

The food, not so much.  Brisket was dry, dry, dry.  Why don't restaurants keep brisket juicy like we do at home; let them sit in au jus before cutting?  I had the pulled pork.  Let's just say it was pork.  However, their presentation of the three sauces was very nice.  Sides?  I forget.

And the drinks.  Absolutely horrible.  And that is based on two visits to the bar as well as one dinner in the dining room.  That bartender never saw booze that he liked!  So he doesn't think we'll like it either.  Or else Marriott has put a lock on the liquor cabinet!

I've got to quit before I take it to a 2 star!",3.0
242,M3_s_Hi-cnRtvtDrkj1HoA,IEZzDwPaIEaQXsPrBDblPQ,c_4c5rJECZSfNgFj7frwHQ,"Trams and overall organization flowing through the airport is good. Security lines? Terrible.. hundreds waiting, 2 people checking ID. THEN the second slow line. Busy days should equal more employees at post. People are on a time schedule.",3.0
246,Mlg9sUTIXr1zKEe3OrvWyg,nZxyvZKAO--GesVTUR-l8Q,v9-iINGneQ8KdcpzYROlDw,"Really? I don't know what all the fuss is about. This palace is okay for lunch but it's nothing to write home about. 

Food is good quality and tasty. Sandwiches with a Mexican twist. Service is efficient but not friendly. You can get in and out quickly. 

This would be a great place for a late night, after the bar, bite to eat if they were ever open past 9. 

If you're in the area and need a quick lunch,
check it out but, if you die never having had a chance to eat here, you haven't missed anything.",3.0
247,aakONel1AefN1-5vS1htMg,sG1MAXs33ro9PFw4wlXLoA,ftS0l_1zsGIClcauh1RYww,I used to love this place but lately the service has slumped. Perhaps because they're so popular and get overwhelmed. That being said the prices are great and I have never felt that I overpaid. Free chips and salsa keeps me coming back.,3.0
248,pfEJnWIbiNdtH3uGoIWgdA,uV74b2fN1xBkQVPHaY51CQ,HbHFUnavB_YVQ6AFXP4_Vw,"Good and bad. As for people complaining about the cost of parking..it's $30 to valet..standard price for any city, $10 to self park at closest parking garage with in and outs. The rooms are minimalistic...not modern at all. We didn't get coffee service today, they are out. It's a nice enough place, with very very nice staff, and a beautiful Parrot (Scarlet) at the front desk. Don't eat here...there are great N.O. Restaurants to check out..Santa Fe Tapas is a short walk. It's probably a little overpriced also..
I would look for other lodging.",3.0
249,gsVgiLmvvUYUGBZBjpbgAg,PJspwegRxaomvkJyACbszw,L0c6-mnkcV9fXLk0--dkWQ,"Slowest service ever. Popped in after the Santa Run, where the place was crowded but still had a table for ten. Friendly but slow service. 

Minus the slow service drinks finally came but one person with a Mojito had a friendly gnat in the drink. They quickly replaced the drink.  Almost an hour here and our food orders arrive. 

The food was your typical bar food; I would like the food choices to stay the same but the quality to increase and match a gastropub.  

More than likely return to watch games not showed on local cable.",3.0
29,61qMO7GhrbhmFxy93LVKtA,YnKfyDwUtze7RYSrnI4jVw,a1GY-xy-PKrPXlMbhBv5ZA,"It must have been an off day??? Onesto, you Onestly left me urning for more. I'm huge fan of Vito Racanelli Jr's Clayton gem Mad Tomato. So I thought hands down Onesto would be a slam dunk...WRONG. 

We stopped in for lunch on a Saturday afternoon. The place was hardly busy. We sat outside and waited....waited....waited....waited. Now mind you we were told to sit where we'd like upon entering, so we said ok we will sit outside. We were then told that someone would be with us. hence the waiting....it was roughly 8 minutes of waiting.... 

By the time the waters arrived we were ready to order. For me a calzone yum bring on the cheese! and for my dining comrade the roast beef sammie. When the food arrived we dug in. 

I was disappointed in my under cooked calzone and my friend was disappointed in the dry sandwich. Although it came with au jus he was hoping for a little bit of flavor from the meat, that was really just lackluster. What's slightly amusing as we were sitting there munching on this just ""meh"" food, Vito pulled up. Now don't get me wrong, I don't know him. But if you read Sauce Mag, follow RFT and occasionally flip through the pics. You'll see a photo of him and an article about Mad Tomato. I should have stopped and told him how I adore Mad Tomato (it's next door to my office), but it seemed creepy to just rush up to the poor fellow. 

Well either way, I need to revisit Onesto, eventually. For now I'll keep dining at Mad Tomato.",2.0
195,wC9zdr25RvWhaIJHUhcskQ,WvdA-_WAsGpUqDShTDZgDQ,RuWRIZ_QEc1y1lfQdmb7fg,"Decent little sub shop that's open late (till 3am) and they have free WiFi. I've gone here a couple times and both times the amount of meat has NEVER been one slice like another review stated. In fact, I didn't even ask for extra meat and got a ton of it on my sandwiches both times. The customer service is nice here, but they have incorrectly made my order before. They always correct it and offer extra items because of it, but if you're here on a limited time schedule I'd skip this place because they're on the slower side with making everything even if it isn't busy here. If you don't like super thin cut lunchmeat I wouldn't advise coming here either.",2.0
49,A3Dpfta8otKFqrkqHW3RTw,oUucmQUkeQ6hymHGD2QcJg,6_T2xzR74JqGCTPefAD8Tw,Wow. Overrated. I eat sushi all the time. Their sushi is mushy. I am really surprised this is rated high. I am willing to spend more for good sushi. Save your money. I seriously have had airport sushi that blows this away.,2.0
129,Cg2gByOCUXiN6ZRizaXOjA,yVducopJiM8gJSIK5TXRWg,JDv3h1xRFIW8fXckqgTdRg,"Maybe I'm Shamu and I need a whole tub of raw fish to be happy, but I paid $18 for 10 pieces of ordinary maki rolls and I couldn't even tell what kind of fish was in one of them.  I went because a friend liked it, so it was not completely voluntary.  The rolls were rolls, absolutely nothing special about them, except for the portion control.  I can diet on my own, thanks.  

If you know of any good (and reasonably priced) sushi places in Philadelphia (and not Vic's) please give me a shout!",2.0
214,86mome0jNoW07TfLVkMM_g,cnMCK5CG4ZYiyxHqSCkhpw,XiDhSghC-9Hz19hBlLpbyg,"Small neighborhood crepery with walk up service   Sunday breakfast crepes were a mixed bag. The simple, plain crepes were nicely prepared, tender and eggy.  

The egg filled versions were very large but not terrific. Too much of the scrambled eggs (which were a little dry from too fast cooking) and too little of the other components that comprised the filling. More like scrambles in a crepe wrapper than crepes, really.   Didn't meet expectations for a crepery. 

Don't drive out of your way to visit, Overall this is a pass for anyone other than a neighbor.   There are better breakfasts available.",2.0
229,tY2WGvTEtXKRFN0EtE-NBw,rEUr6IiJFDiEaojsP6Mupw,tvOosamRSJFosNjmtKRA7Q,"Pleasant experience until payment. I pull out my card to pay and dude at the counter says with a touch of attitude ""you know you can't tip on a card, right?"". 

I'm like Ok, I got cash for tip, but dude can't even break a $10 bill. I tip the woman who cut my hair the full $10, because she was cool and did her job and didn't deserve to get stiffed, although $6 or $7 was my intention. 

I ain't really one to quibble over a few bucks,nut the principle of the thing here is, if any element of your transactions is cash only YOU MUST HAVE CHANGE ON HAND. 

I hadn't looked on here before going but wish I had, looks like I'm not the the only one who found their customer service to be lacking. Amateurish dorks.

Nice lady who cut my hair keeps me off the ol' lone star review.",2.0
194,bxbARXCqC-YcO6T0FKw5Uw,sanxwhDER9eW3gTPWpmS0Q,2rClc7qIZIkQhnhhC7xf2g,"I'm so sad about my mani/pedi today. I actually had the first opportunity in over two years to treat myself to a manicure and pedicure. I was seen right away which was perfect because  I was in a time crunch. Since I let it be known time was of the essence, I expected less than stunning results but thought at least my nails would look neat and clean. I came out a bigger wreck than I went in which is saying a lot! (Have two kids two and under, work full time, don't look in the mirror most days....) Anyway, my nails were shaped strangely, the polish was not smooth, they felt unclean. I ended up spending even more money to buy nail polish remover at CVS, I couldn't even wait till I got home to get the mess off. Sadly this place is walking distance from my office, wish it had worked out.",2.0
157,LJFKri7H-kEbgggB3PC3Yw,inqFnAXuOcN59KHnqvf5Ug,4Z1JcQtw8dUO97sezLPo7g,"The golden days of Melting Pot are gone.  I think most of us have eaten there and it's a fun place for a date or special occasion.  However, my dining experiences over the last few years have left a lot to be desired and last night was the icing on the cake.  
Once again, they have raised their priced and reduced the amount of food you receive.  I was with friends and we each picked a different ""individual entree"" since the hostess told us that was the best way to get more food for less money.  Bullshit.  
We started with the cheese of course.  We weren't brought bread for dipping until we were halfway through our cheese. When the entrees arrived I nearly fell out of the booth.  There were 2 pieces of each protein on the plate. The portion size of each cut was measly.  Now let's talk about the quality of the meat and seafood.  Garbage.  I'm convinced they're getting their groceries from the Super WalMart up the road.  Considering each individual entree was between $30-$35, I was outraged. They can counter and say well the cheese fondue was included for the table, but it was just that cheese and for the table.  
Let's talk about the Manager who came to our table, Chris.  He seemed very nice initially.  However, after he asked if everything went well, my friend in good humor told him she was disappointed that she was unable to use both of her gift cards for the bill.  They limit you to 1 per table.  After some good natured banter, he told us that if we would like 36% gratuity added to the bill that he would be willing to do it.  So we said sure (they add 18% for the use of 1 gift card).  We had no problem with our server reaping the benefit.  He was a nice. kid.  Chris left the table with the additional gift card and came back a few minutes later, handing the card to my friend.  We looked puzzled. Yeah, Chris was a tool.  He didn't allow us to use the 2nd card.  I don't appreciate the 10 minutes of my time that was wasted with his act.",2.0
98,yP0-4ZVZC_1ry-sdci81WQ,GRgZlFY4Xq1ma6A4a5gwwA,1ittqPjzcffcOR61h1UBHg,"Served its purpose of just crashing in a place after a party. Receptionist was very nice. The premises were not clean, elevator smelled bad and there were smokers everywhere even though there were NO SMOKING signs everywhere.",2.0
101,bDT9O4T30sc4GwagMRyaxQ,o62x6fG41n95ktdANRrHcg,AauDx7QSes9nZOAAa4LIbQ,Came with a big group for a birthday dinner on Saturday night. so many things wrong with the restaurant. 1. The restaurant was so HOT they had the temperature set at 78 I swear and all the windows open. We wanted to move outside but a big party they couldn't accommodate. 2. Service is so slow. It took the server 15 min to come take our order. 3. When she did come she had the worst personality. I've been a server and she just had this weird sarcastic attitude. Long story short never coming again.,2.0
243,tMr-ZiJIG55wCRPZ6bYfnA,CfX4sTIFFNaRchNswqhVfg,n_fUROdhfmLwd_mpBi55ew,"Since my first review 4 years ago Central Grocery has hit a serious tourist bug and the result is less olive salad, less meat, less cheese, a sandwich that is dominated by bread. I think you will be better off getting one from Napoleon House or some other joint because Central unfortunately has become a tourist trap.",2.0
25,OGFpsUD7lvQvmzzxMmbjLw,RoaaIEjn06C30ElYTdNsNQ,wct4ruIxzr4JTpMZc0cWbA,"It really shouldn't take 45 min for a sandwich to be takeout. But when I get there and have to wait an additional 15 minutes, that's just absurd. The food is decent but the service has left me less than impressed. I think I'll check other options before going back here.",2.0
27,O_3XpZ3_sd9D0BdpuF-wOg,MvYQBDrLAxItow6svS3mrw,Vz2RN55rTJBGn43K1v84nA,"Truly disappointed. We ordered the tagliatelle with the rabbit and the wild mushroom pizza. The pasta had a very odd taste with barely any slow-cooked rabbit in it. The pasta tasted very cheesy yet not cheesy, and tasted meaty but not really meaty. It was a strange taste, and the pasta ends up tasting just extremely creamy.

The pizza was decent. However, the entire pizza only had one tiny egg that was on 2 pizza slices. Also the pizza was overcooked and burnt on the bottom. The bacon was the best part of this pizza.

All in all, extremely disappointing food. Also, if you're placing an order for pick up, you can't split the check. Save the calories for a different restaurant.",2.0
35,zFG6rmvve2gPWqSrJkAUIQ,_5MoZl7OhEbQfU8C_H3UAA,aFUTUmXyguH9oHRGDOicog,We went here on Saturday because our regular place (Yoshimatsu) is still closed for renovations.  What a bad choice.  My partner had a couple kinds of sushi and I had ramen. He said that his Vegas rolls were the worst he's ever had. My ramen was the most bland ramen and really disappointing. Not gross bad just overwhelmingly bland.  We were one of the few people there because of a big UA game so it wasn't a excuse that they were super busy.,2.0
38,baFYPD3OCuOh4Bq4CNph_A,hVdCVwzzszVWl0HdgXnWCQ,838bEDzZSPveDkAGrhVWYQ,"This is just your typical Chinese restaurant with dim sum daily, but everything was only alright. Growing up, dim sum once a week was always a family tradition so my critique might be harsh. We ordered chicken feet, shrimp rice roll, shu mai, and har kow. The shrimp rice roll comes with 3 rolls, but only 2 of them had shrimp in it and one was just plain. Shu mai tasted like the frozen store bought ones that you can get from the Asian supermarket, and the chicken feet was ok. The best dish we got was probably the har kow as the skin was light and the shrimp tasted pretty good. I don't think I'd come back again as there are many other options in Chinatown that also serve dim sum.",2.0
45,EYjsLxVdaVK-D-UwoKz4Sw,vDOJGblwxOYzVIBQ-0iVgg,snTpO07JxjGhwJbE4RDFIA,"The service took forever. The coffee wasn't very good when we could get it. The food was not as good as food we've gotten at Marie Calendars, and it was noisy.  I'll agree it was quaint and the atmosphere was neat but the food was sub par. I had biscuits and gravy and shared a plate of hash browns with my wife and none of it was good.  Like I said, Goldies is ok at best. I hate to knock an institution but I wont be going back to Goldies.",2.0
48,g5CNzGLGjh1wSbdX_M6bPw,HVyiVCzX43oW2n_bLgVg9w,L0c6-mnkcV9fXLk0--dkWQ,Eh... I was not a fan of this place. It is large and there are a number of TV screens but the food was mediocre and they didn't have ANY vegetarian options. Really?!? I ended up ordering a Cobb Salad and holding the meat. It definitely was not anything to rave about. My husband got a hamburger and was only satisfied that his hunger was met. The prices were high and the drinks were WEAK. I don't see why locals would chooses to come here because I really wish we passed on this place.,2.0
65,ay29MMk2R-IzLUUugnM5Zg,EV6uyYlcEfHwT6GSOkKibA,RloVMlIr8kP8Sn609loBTg,"Food was terribly oversalted for our entire party of 6. My girlfriend alerted the waitress to the issue in the interest of future patrons that night but had a lukewarm response. We could all tell that our individual dishes would have been tasty if not for the over-salting. I had the shrimp and grits, others had the jambalaya, chicken and sausage gumbo.",2.0
77,zG2nWrEZmvYPMkMxErkmPw,d4xRAkr25fEwxYwauytH5Q,GjpMXrlTWpADpyUR1WByNA,"Really not all the rage. A place for 24 hour coffee and ice cream, neither of which are excellent. In a busy area, so thats a plus. The decor is absolutely terrible - really, fake astrology prints from 1997? - selling for $600?!? I laughed. The layout is weird & the tiny little closet bathroom smelled like bleach & urine equally. Truth.",2.0
94,n7y3C6R33f6BzwSCIpvKiA,T5aJwDFSR5lbvHhFppy-lQ,AuYGMv7HolntGvZtqpZRog,I have been going there for a while now. Prices vary according to who is ringing you up. It's a hit or miss with quality of work.,2.0
135,fBlF5f4erheiNThOvjCy3g,eB8ABq6cKqFy5xYJVFh_mA,o9dB3ptlB9qdiOvJzMeSLw,"The service is non exist any if you sit at the bar,  the on tap was ok. I think if you are hungry find a McDonaldsor there is a dennys. Next door",2.0
152,IKkoeMhSSXIUJ60uUQ2wMQ,J6y-auoj1Do90Wre1QkBjQ,PGd06nrseC2YAIqP6S9gUA,"Very disappointing. Multiple friends recommended so we went and was poor from the start. 30-min wait, after 30 minutes went and inquired and was told 5-10 more. 20 minutes later (now 50 overall for our 30-min wait outside in New Orleans in July) I inquired again, finally 5 minutes later we sat. Syrup bottle empty, Dr. Pepper drinks mixed disproportionately (we pointed out and server didn't know if they were going to fix - i.e. twist handle slightly to increase carbonation or decrease syrup), lukewarm Mimosa, cold grits, weak chorizo, poor service, the list goes on. All four brunch entrees were disappointing. The bacon was great though, only reason for the 2nd star...",2.0
153,wgOhdsWkrW7YijOfm1R4gw,wcjkpWm2FjrGLmxzJacvVA,TlokHyfEx0HxFYKDkvpdBg,"4 of us for a birthday celebration today. I had the Cuban sandwich which was very good. Unfortunately, they ""forgot"" the order for the birthday fella. This gaffe was followed by desserts, which included two coconut cream puff pastries, chocolate cookie and a coconut muffin. The cream pastries had what looked like hummus, flattened and dried out, in the center - completely inedible. 

The service was awful. Nobody bothered to bring us water or bus our table.

Never planning to go back. Yuck.",2.0
